#GC	Depth
47.4	85.76
41.6	79.96
40.8	66.07
41.6	85.69
40	65.5
42.4	77.19
41	62.66
36	59.9
42.2	78.11
43.2	73.53
33.8	60.4
40.6	75.86
47	86.72
45.8	90.23
46.6	74.8
49.8	77.89
46.4	81.66
45.2	78.81
48	75.29
45.2	80.84
48	97.15
45.2	95.35
49.4	77.71
48.6	89.08
45.4	88.51
41.4	70.71
49.2	100.15
49	73.57
45.4	65.87
48.2	87.58
47.2	79.22
50.4	84.38
48	97.36
49.4	81.87
51.2	88.76
47.8	79.85
48.4	74.43
45.8	90.05
46.4	85.06
46	77.95
42.4	75.68
45.6	85.44
38	63.42
42.4	68.44
44.8	92.15
42.6	76.18
39.2	72.27
36.8	83.35
41.4	71.55
40.6	66.27
40.8	73.83
39.2	66.62
31.4	34.68
33.6	46.52
41.6	58.51
34.8	59.89
37.8	68.4
39.8	86.4
43.6	83.31
44.2	80.31
40.8	75.47
43.2	77.51
42.4	85.31
42	72.89
39.2	69.68
42	82
40.4	49.96
42.2	72.04
41.8	71.57
44.4	81.91
41.6	75.09
45	78.06
40.8	67.18
41.6	78.03
42	78.76
41.8	69.77
46	75.06
46.8	89.33
45.2	79.31
41.8	72.39
43	74.22
41.4	71.81
42.6	76.15
40.2	63.45
43	74.67
39.6	73.04
41.6	74.71
38.2	61.65
43.8	72.32
39.8	74.86
40.8	78.63
47.4	79.6
43.2	76.59
42.2	63.25
30.6	47.12
38.4	62.84
34	52.71
38.6	78.32
44.2	80.62
39.8	61.31
47.2	65.48
40.6	65.66
42.6	77.22
45	88.16
41.6	67.05
44.4	73.39
38	71.61
42	65.02
44.4	79.26
40.8	75.35
44.2	77.9
43.8	75.58
38.2	63.75
42.6	59.38
44	92.74
46.4	92.19
44.4	73.34
47.2	92.17
48.2	100.34
38	70.97
39.4	61.91
46.2	91.3
47.8	82.46
44.8	84.6
42.8	70.73
43.4	82.08
43.8	84.46
46.2	75.07
44	76.7
45.4	80.05
40	75.83
45.8	62.16
43.6	64.01
39.6	59.32
40.4	78.12
47.8	79.16
43.8	82.11
41.2	80.38
48.8	82.71
48.6	72.66
41.8	64.23
44.6	68.76
46.6	88.6
41.2	79.04
48.2	90.7
44.2	91.68
42.6	56.49
35.4	65.33
47.2	61.34
43.4	75.64
46.2	103.89
47.4	98.54
44.4	84.69
48.2	92.5
50.2	87.27
44.8	82.96
43.4	89.91
42.8	81.26
39	73.06
44.4	81.87
46.6	90.88
45.2	81.34
44.4	80.01
45.4	88.64
47.6	95.3
46.8	96.02
47.2	105.56
42.2	88.97
46.2	99.45
48.4	84.86
49.6	83.62
47.4	97.36
46.8	98.25
47	91.5
45.8	75.91
49.6	109.96
54	94.81
51.4	103.89
41.8	80.52
41.2	77.59
44.8	84.3
46	93.67
48	98.36
44.6	100.66
46.8	74.76
45.8	100.99
47.4	83.82
45.8	95.22
45.2	91.61
46	99.98
44.8	94.74
46.6	90.01
47	90.1
47.2	75.49
47	85.17
44.4	90.08
50.4	106.69
50.8	90.32
47.6	86.01
44.6	77.56
47.4	92.73
50.4	98.98
46.6	88.41
47	94.63
44.4	73.85
42.4	82.43
40.2	75.86
44.2	93.83
43.8	87.65
49.4	85.33
49.4	93.32
49.4	107.86
44.2	87.11
46.4	98.15
50.2	86.96
46.4	91.13
48	86.24
46.4	34.09
46.6	88.41
43.2	97.91
47.6	93.1
39.6	74.52
42	81.87
43.4	87.7
45	93.79
46	78.62
45.4	84.05
46.2	90.53
50.4	95.44
49	95.74
47.4	108.54
45	82.09
44.6	103.04
43.4	91.91
47.2	85.45
47.4	100.23
41.2	81.88
42.6	75.61
46.2	89.79
47.2	83.25
40.8	84.12
32.8	36.11
31.6	58.13
46.6	82.75
43.4	63.61
41	70.83
46.8	66.02
40.8	67.72
42.4	75.96
46.4	85.7
45.8	77.42
46.6	80.4
43.4	76.47
43.4	90.09
46.8	83.26
42.2	75.82
40	74.12
45	74.26
43.4	70.65
50.8	85.38
42.4	79.52
47.2	95.27
48.2	91.45
46.8	65.83
49.4	87.06
47.2	87.5
47.2	85.68
52.4	98.71
51.2	89.27
48.2	81.88
47.4	85.17
46.6	73.28
48.4	76.69
51.4	81.65
45	77.9
41.4	70.07
39.4	88.32
50.6	97.62
46	83.02
36	56.26
43.6	75.22
45.4	87.87
42.2	75.36
45	78.98
40.8	73.83
44.4	75.7
43.4	82.53
43	76.52
41.2	76.26
41.4	71.82
41.8	67.43
39.4	61.73
40.4	74.15
30.8	46.91
32.6	46.55
31.2	42.61
34.4	64.61
37	59.73
42.8	76.76
43.4	73.93
43.6	58.93
45.4	77.41
46.8	81.26
42.6	72.97
43.2	83.51
45	70.52
34.6	60.94
42	68.33
38.2	64.32
38.2	71.29
42.8	73.82
28.6	39.86
36.6	75.15
33.2	74.89
43.6	79.31
40.4	66.94
44.4	63.64
42.2	65.52
42	74.82
39.2	56.64
43	73.91
41.6	75.18
45.2	73.4
42.2	68.94
39.2	47.52
36	51.01
45.2	60.74
36	54.48
40.2	65.17
38.4	58.55
40.4	67.42
40.6	67.39
42.6	50.41
39.2	74.58
41.8	66.18
36.4	63.75
40.4	56.33
39.6	73.01
36.2	34.54
38.6	64.24
38	78.61
41.6	70.44
42	66.33
39	63.76
42.4	67.46
42	87
40	72.01
46.2	62.25
44.6	83.17
42.2	69.22
41.2	96.32
46.94	59.39
50	723.16
52.2	591.94
38.4	199.02
49.8	140.06
53.6	115.84
50.4	98.77
38.8	41.01
41.8	49.77
40.2	60.7
35.6	66.83
41.8	33.57
38	50.29
37.4	78.3
51.4	72.49
52.8	115.28
54.6	79.72
52.4	833.59
54	1221.56
38.4	41.82
42.2	56.69
37.8	56.61
37	66.11
40.4	65.68
42.6	71.38
40.8	68.07
43.6	68.24
41.8	74
32.2	63.56
34.6	54.18
42.6	63.07
43.4	83.32
40.4	66.09
40	62.16
42	72.62
41	56.18
39.8	83.87
38.8	64.39
40.4	69.59
42.8	76.96
39.6	65.15
40	66.83
37	55.88
38.6	73.96
42.2	61.76
48.4	82.19
43.6	76.69
43	81.65
40.6	59.01
46.6	71.22
40	81.94
43	64.82
34	48.72
32.2	45.64
36.8	60.23
21.8	27.4
38.4	60.96
41.4	55.86
44	68.19
46.4	65.94
43.8	81.99
41.6	71.35
41.6	78.13
44.2	90.04
41.4	77.07
45.2	82.13
39	70.65
42.65	18.58
42.2	83.7
46.8	117.1
45.4	103.89
49	102.25
48.2	90.2
45.8	84.22
44.6	73.47
44.8	94.36
44.4	116.04
47.4	114.48
43.6	88.9
41	77.75
47.2	87.54
46.6	101.19
51	117.13
45.2	108.9
49	104.53
47.2	93.16
47	101.5
46.6	115.25
47.4	92.52
46.2	84.8
46.2	115.61
43.4	90.51
48.6	103.76
49.4	115.68
50	106.12
50	105.19
45.6	84.71
44	85.57
43.6	86.28
48.4	96.62
47.2	103.26
46.2	97.52
50.4	101.15
50.4	118.87
51.2	107.7
44	86.78
43.2	80.79
46.8	101.61
51.8	135.36
49.4	103.7
49	108.86
40.4	71.25
44.8	96.99
43.8	103.01
46.4	86.63
46.2	96.16
43.8	71.08
43.6	75.69
49	99.44
45.2	96.51
41.6	89.04
46.4	94.34
46.6	91.05
48.2	94.47
50.4	108.65
48.4	104.95
44	86.97
47.6	113.6
45.4	94.69
49.6	107.34
43.6	93.39
47.4	89.09
46	116.64
44.6	118.83
45	112.88
48.4	97.03
47.8	102.7
47.6	86.45
47.6	111.85
40.4	76.01
40.4	67.8
45	75.15
46	109.16
39.8	82.57
45	59.31
44.2	91.96
48.4	87.13
43.2	85.88
46.8	96.56
41.8	79.51
46.4	93.4
44.8	87.32
45.6	86.52
44.8	91.52
45.4	111.26
49.8	115.96
47	115.22
46.6	99.76
45.2	87.11
46.6	107.15
43.6	97.33
45.4	104.16
47.2	101.27
48.6	103.44
45.8	109.16
49	111.58
48.6	138.86
47.4	116.28
47.2	117.22
39.8	88.06
41.4	88.14
43.8	100.34
40	83.31
47.4	81.32
49.4	96.3
39.2	62.7
48	84.67
46.4	89.18
43.6	82.85
45.2	103.46
45.6	82.05
51.8	108.55
41	89.95
44.6	93.99
43	104.97
50.2	112.54
53.2	124.47
46.4	98.78
49.8	123.09
48.2	103.7
49.6	97.02
39.8	70.96
41.2	81.16
47.2	83.26
43.6	97.64
47	109.15
37.97	30.3
46.2	82.18
48	113.25
47.4	96.61
45.2	98.41
46.4	104.13
44.2	104.43
44	95.72
43.8	71.83
39.4	46.05
37.4	47.77
40	74.03
47.6	78.16
41.4	59.21
44.8	89.8
43.8	81.87
50.6	93.06
44.2	65.9
45	79.1
42.4	61.22
44.6	63.06
47.8	95.35
43	75.08
44	84.16
47.6	69.59
45.8	94
46.2	103.1
46.8	93.28
47.6	85.73
47.4	88.14
45	78.83
44.6	67.45
46.2	72.31
53	109.54
50.8	92.74
41.4	74.91
44.2	83.15
45	78.32
45.6	87.03
44.2	83.04
47.6	113.57
50.4	75.02
47.2	77.22
45.8	81.67
44.8	73.53
47.6	80.45
43	55.84
42.4	66.94
41.8	65.84
45.6	74.89
45.6	74.13
48.4	88.24
47	88.76
45.4	68.38
48.6	85.51
51.6	136.85
53.4	123.14
53	99.95
54	104.68
52.24	39.18
46.8	102.02
41.8	87.2
40	68.24
40.6	79.44
44.2	79.81
44.8	98.02
44.6	85.3
41	67.77
39.2	85.14
40	68.97
43.6	68.97
41.2	73.84
40.6	68.08
43.2	68.56
44.4	72.65
46.4	80.97
46.8	68.63
40.2	79.4
43.2	65.49
43.8	74.44
47	86.2
46.2	79.76
41.6	78.15
44.6	74.15
43.4	70.12
49.6	81.86
45	71.97
49	76.43
49.2	97.41
49	90.03
37.6	55.06
44.4	72.87
39.6	56.7
39.8	80.98
42.4	78.68
43.2	68.34
47.4	86.79
39.8	57.2
45.4	65.22
42.4	72.12
42	80.26
42.4	78.58
44.6	88.81
42.8	85.05
43.2	74.36
43	77.79
42.8	77.47
41	81.65
44.2	76.76
46.2	67.31
43.2	65.63
43.6	67.35
46.2	77.35
42.6	81.57
42.2	76.97
40.6	76.67
43.8	76.26
45	70.23
46	76.18
46.6	73.78
42.6	73.69
43.4	68.65
45.8	76.34
46	80.66
40.6	63.05
38.2	64.82
43.8	83.81
43.6	85.26
44.2	65.32
48	81.03
47.4	65.6
36	66.09
42.2	76.04
39.4	72.04
44.8	79.38
45.4	61.93
39.4	64.19
42.4	74.64
39.4	77.83
45	67.95
44.6	75.88
48.8	103.87
46.8	82.85
45	65.9
44.6	70.95
42	72.45
42.6	69.79
40.2	81.94
45.2	75.64
32.4	49.01
43.6	64.44
42.6	63.98
38	65.99
44	79.29
41.6	73.48
43	77.17
44.8	84.1
42.4	76.89
41.8	70.15
47.2	83
44.2	72.47
34.2	61.99
44.8	81.15
38.4	60.15
41	56.56
45.2	87.27
42	71.24
45.2	73.46
34	64.49
44.4	75.07
44.6	73.42
40.8	67.87
45.8	81.77
44.6	93.99
42.6	74.25
42	73.26
43.2	70.46
38.8	54.91
42.6	87.66
45	89.1
44.6	69.02
44.6	82.49
48.8	82.72
46.2	81.04
46.2	75.01
47.4	82.52
44	72.02
43	73.36
41.6	87.9
41.8	68.82
39.8	61.7
39.4	71.44
44.2	64.45
43.2	64.55
43.6	78.91
44	76.62
46	73.2
43.8	73.4
45.8	74.85
40	63.38
38	59.74
44.8	86.82
49	78.1
45	76.91
37.8	60.84
46.8	95.75
43.2	75.69
46	95.09
45.8	86.09
45.2	83.45
45.6	79.21
46.8	83.66
50.6	88.08
48	89.38
50	86.26
50.4	89.29
50.4	81.26
49.4	90.41
49	99.85
50.2	112.05
49	86.44
48	79.37
38.8	89.01
42.2	59.3
46.2	66.17
40.8	60.79
42.6	71.73
41.6	81.03
39.6	72.23
42	60.83
43.6	73.36
43.6	73.84
43.4	74.49
41.8	84.61
44.4	88.22
41.4	80.82
41.8	73.51
44.6	71.19
42.8	72.01
45.6	74.9
46.8	81.15
50	93.99
47.8	93.92
46.8	98.89
44.2	78.92
45.6	81.81
45.2	86.88
41.6	81.9
41.2	78.39
45.8	82.3
36.8	48.54
47.2	70.16
45.8	97.24
43.8	73.97
43.2	77.39
45.2	101.82
42	75.23
43.4	77.25
45.8	77.68
45.8	89.07
42.2	78.56
41.8	62.09
46.2	83.2
44.2	77.1
48.4	84
47	85.64
42.2	74.17
48.2	83.27
43	79.48
45.2	104.62
44.8	79.57
45.6	78.21
44.8	89.14
42.8	73.26
45.6	89.89
51	75.89
46.4	77.01
40.6	68.77
45.8	78.51
49.2	89.1
45	76.18
46.4	71.91
39.6	78.46
41	80.26
46.6	81.15
43.4	78.57
47	82.64
48.8	77.81
46	84.72
46.4	84.96
47.8	79.53
37	63.87
39.8	60.26
44.2	67.19
44	92.05
43.4	72.29
40.8	62.44
50.6	92.28
45.2	69.71
44.6	66.74
42	69.58
41	61.99
40.2	60.09
42.6	70.15
38	82.63
46.8	81.94
41.8	58
41.2	69.63
37.2	65.19
41.2	78.24
43.8	71.59
44.4	82.34
43.4	77.18
46.8	86.56
46.2	74.02
41.8	74.42
45.6	71.84
39.6	71.84
39	82
42.8	83.07
42.6	78.94
43.6	62.47
43.8	58.54
49.4	76.31
40.8	62.51
46.2	72.82
48.6	85.62
51.8	78.31
45.4	87.14
45.2	82.72
44.4	71.71
43.6	78.98
51	90.75
45.8	73.1
43.4	72.59
41.2	89.34
49	72.49
48	89.26
44.8	78.8
47	73.02
44	71.12
44.6	87.68
39.6	58.96
48.8	89
47.4	98.61
45.6	101.56
41.4	72.11
47.6	62.57
40.2	73.18
45.2	84.24
44.2	83.32
40.2	70.88
49.4	90.51
47	89.71
47.6	85.87
48.4	97.49
45.2	92.59
48.4	84.5
47.6	99.28
49.8	97.79
48.8	86.27
48.4	88.66
47.8	93.31
48	82.03
47.6	75.32
46.2	82.66
41.4	76.26
42.4	67.73
47	74.35
41.4	77.8
41	86.22
46.4	89.21
41.4	81.04
45.2	80.51
39.6	63.55
38.8	61.89
32.8	51.56
43	56.88
47.8	76.68
46.8	80.94
41.2	71.21
42	47.76
45.8	75.22
41.2	82.83
42.2	73.16
48	74.25
40.6	71.12
45	68.34
43.4	84.79
41.6	84.46
44.8	84.85
45	81.35
36.4	66.38
42.8	54.89
39	67.34
42	64.53
41.2	74.35
41.6	78.62
44	66.05
42.2	72.29
44.2	67.07
44	84.86
37.2	69.74
42.6	77.88
42.8	66.96
43.2	62.06
47.6	77
42.8	78
45	78.43
43.6	67.43
44.2	76.77
39.4	68.39
48.6	91.46
45.4	83.07
47.8	82.43
42.2	77.35
47	77.22
45.6	94.01
36.6	54.33
35.4	64.23
43.2	62
41	61.59
40	77.96
38.8	69.95
40.6	76.14
37.4	61.8
43.4	71.58
45.4	90.94
44.8	93.61
51.4	105.07
48.6	91.27
46.6	82.79
46.2	78.93
47.2	84.22
48	90.63
47.6	85.12
49.6	78.53
49.2	82.97
50	77.11
37.6	59.04
33.8	48.39
35.2	55.47
38.8	69.95
35.6	68.13
34.8	61.91
37	59.58
40.2	55.77
40.6	53.84
39	59.73
40.2	61.98
40.2	84.56
39.8	72.38
44.2	86.86
38.4	73.32
45	69.28
41.2	64.53
45.2	80.78
45.8	81.88
43.2	79.18
43.6	74.17
43.6	72.24
42.4	80.9
45	97.46
40.4	76.58
45	82.73
46.8	94.15
48.4	90.94
40.4	79.4
35	56.69
41.8	67.03
40.8	74.57
42	75.83
35.8	55.82
44.4	88.72
42.6	89.18
47.4	97.73
43.2	107.76
47	86.67
45.4	88.96
42.2	69.66
41.8	77.52
40.2	74.21
39.6	71.86
37.8	62.93
43.6	90.52
42.6	90.08
45.2	94.39
43.2	96.08
43.4	79.62
40.4	84.01
39.4	70.68
39	70.32
42	81.82
44.8	93.08
43.6	67.09
46.4	68.77
39	65.49
40.6	80.45
40.8	80.39
42	67.49
43.4	82.5
45.8	83.6
44	89.6
42.4	91.8
44	81.88
48.4	80.24
42.2	67.06
43.8	72.42
44.6	63.98
43.6	69.54
46.8	67.69
47.4	72.54
42	66.78
41.6	62.14
38.6	78.84
43.4	87.62
42.8	82.13
43.6	80.93
42.6	71.87
40.4	86.39
45.4	83.85
43.2	82.5
43.4	72.57
44.8	77.97
40.2	64.1
41.4	73.18
46.6	98
46.2	83.07
42.2	69.53
42.4	76.55
45.8	83.22
46.4	82.69
42.2	81.43
46.4	75.04
36.4	58.16
42.4	72.79
40.8	59.19
36.6	70.06
43.8	64.81
42.8	76.03
46.6	83.71
42.8	89.98
46.2	70.32
45.6	72.4
42	73.02
41.8	94.71
41	70.62
42.6	71.23
43.8	99.84
45	94.16
42.6	89.82
51.2	96.85
38	35.53
43.6	82.15
45.6	99.32
47.6	102.66
49	102.53
47.6	86.37
46.2	102.3
44.4	92.45
49.2	94.14
45.2	110.62
43.8	81.36
44.6	84.23
45	92.71
48.6	94.94
44.8	88.09
46	95.96
39.8	85.22
44.4	91.42
44.8	86.35
43.6	89.3
46.8	85.85
45.4	85.44
42.8	70.53
45.6	100.76
44	90.72
42	67.04
41.8	69.56
43.4	81.43
48	109.09
46.2	92.42
43.8	71.03
41.8	86.45
46	99.02
42.2	93.43
45.4	81.97
43.8	55.52
41.8	96.44
44.8	100.36
42.8	94.97
43.4	91.61
44	101.53
40.6	97.05
47	82.28
42.2	80.52
45	82.1
48.4	97.1
46.2	88.68
45	100.65
42.2	69.11
49	106.34
42.4	74.72
39.2	75.11
42	83.03
45	89.5
47	99.95
47	106.21
46.2	97.58
48.2	104.7
46.4	113.86
46.6	96.28
49.2	88.06
53.2	85.79
46.6	94.61
41.6	82.67
44.6	84.83
46	118.24
43.4	85.65
44.6	93.26
38.2	83.58
40.6	61.85
45	81.77
37.2	61.56
47.2	81.03
47.6	79.28
46	79.75
41.4	69.56
43.2	72.28
41.6	79.44
44.4	82.3
42.8	87.84
43.2	95.42
48.4	103.84
47.6	108.17
43.2	101.33
45.6	86.32
47.6	80.6
47	101.44
48.2	110.8
45.4	92.38
45.4	83.63
46.4	79.75
44.2	83.37
45.2	86.41
46.4	94.48
45.6	102.35
47	102.39
45.2	104.64
50.2	98.73
45.8	84.97
47.6	92.87
48.6	80.2
47.4	97.18
47	98.95
47.6	91.62
49.6	94.89
43	75.53
41.8	73.11
41.8	71.38
42.4	85.06
45.4	98.78
47.6	91.95
48.6	96.4
47.6	99.03
44.4	75.22
38.4	61.71
44	66.48
46	85.8
48	91.71
37.4	82.15
44.8	85.77
42	73.16
46.6	89.68
45.6	96.68
45	82.02
44.2	95.75
44.8	81.93
45.8	82.15
48	105.53
45	106.35
47.4	88.55
49.8	96.45
50.4	103.95
48	104.04
46	98.07
46	89.51
49	100.75
44.6	91.94
46	89.77
48	107.59
50.4	91.46
47.8	91.91
47.2	94.68
44.8	88.84
47	87.13
48.8	96.63
43.8	84.84
45.6	81.3
48.4	100.57
49.4	105.37
45.8	99.58
46.6	91.52
42.4	70.32
48.4	91.69
47.8	89.94
43.8	93.63
38.2	93
37.2	69.58
43.8	79.98
43.8	95.37
48.6	84.64
43.8	90.1
42.6	77.74
47.2	97.28
41.2	79.16
45.2	76.83
45.4	89.12
44.4	65.78
43	89.15
40.6	92.49
44.2	80.33
49.6	94.69
47.2	91.08
45.4	79.82
45.4	85.03
44.2	107.51
47.4	109.18
47.4	92.35
46.6	77.63
46.8	88.6
45.6	109.6
42	76.36
46.2	80.14
47	101.81
43.2	93.55
42.6	89.5
46.4	111.97
44.2	82.13
42.6	89.72
46	100.83
43	87.76
45.4	82.82
45.4	90.51
41.6	70.25
43.6	111.53
45.4	92.3
37	83.17
43.4	86.17
40.4	58.54
45.6	80.1
43.2	85.61
47.8	101.76
52.4	97.46
45.4	107.21
42	78.04
45	86.62
44.8	81.18
46.8	110.15
43.4	88.81
46	81.86
45	64.42
40	82.43
45.6	96.16
45.8	105.91
46.4	93.33
46	103.54
46.8	92.48
49	115.49
45.2	103.62
44	102.83
43.8	95.06
45.4	108.94
47.4	103.85
45.2	84.61
40.8	72.79
46.2	87.65
46.8	102.57
44	111.61
45.4	85.64
45.8	93.09
43.6	81.8
40.6	71.52
43.2	84.43
45.4	100.77
44.8	81.56
45.4	80.18
45.4	90.5
49.4	88.31
46.8	72.82
43.8	83.17
49	95.81
45.2	85.99
43.2	89.3
39.6	90.19
41.8	75.65
49.4	93.7
42.6	72.67
43.6	95.93
46.4	91.29
39.2	67.57
46	101.39
48.2	92.35
44.2	97.06
44	79.23
42.2	74.28
41.6	83.11
49.4	101.85
45.8	96.81
39.8	80.73
42.2	86.87
46.2	98.66
50.2	90.06
48.8	94.37
46.4	96.97
48.8	105.45
48.6	91.78
44.2	85.29
45.4	98.93
44.4	90.01
39.8	75.45
45.8	91.42
42.2	73.34
44.4	81.52
44.4	65.94
43.8	82.43
43	76.21
46	93.55
46.6	84.53
50.2	98.38
41.2	84.55
44.2	98.46
45.6	107
46	106.59
44.6	96.64
42	84.44
42.8	91.54
41.8	79.99
46.2	74.84
45.8	88.49
46.4	101.22
39.2	66.63
40.2	71.51
40.4	83.58
43	81.83
43.8	86.83
44.8	84.28
42.2	81.32
43.6	94.05
44.4	103.25
45.8	95.99
43.6	87.64
44.8	70.05
46.4	90.98
46.6	78
42.6	85.55
38.8	74.33
36	70.24
35.2	70.99
37.2	70.11
45.2	80.17
45.8	78
41.6	73.28
46.2	84.21
43.4	84.75
46	82.58
42	80.59
45.6	93.15
44.4	77.3
45.4	85.28
38.8	61.3
51	79.41
51.4	100.62
44.6	97.37
47.2	79.62
44.2	90.3
43	90.51
39.6	79.91
32.8	69.23
42	74.31
47.6	77.69
44.4	76.18
46.6	86.64
48	82.18
40.2	74.3
43.2	81.6
41.8	85.75
45	105.06
48.2	91.58
41	70.74
46.2	73.76
45.6	88.55
49.8	95.19
46.6	96.02
43.4	93.67
48.2	88.25
42.8	82.3
36.6	72.33
41.8	62.97
47.6	96.72
47.2	91.64
45.8	90.4
45.2	93.2
45	89.94
52.4	106.08
45.4	71.03
53.4	105.14
49.2	104.19
46.2	88.84
45	83.62
42	76.72
45	89.82
48.8	92.13
44.8	80.37
47.4	99.02
44.2	79.32
45.8	99.03
49.2	87.83
42.4	95.77
39.6	69.22
47.2	97.74
48	106.71
48.6	91.21
50.4	94.09
48.6	95.27
48	81.44
46.6	80.17
46.4	101.99
45.2	86.44
47	92.82
50	92.5
48.2	119.94
50.2	110.4
48	97.99
48.2	110.61
49.8	103.43
49.2	96.31
48.4	125.94
47.2	82.46
39.6	78.69
44	99.44
48.2	108.01
45.2	97.77
43.6	85.48
39.6	82.21
45.6	92.43
51.4	94.81
47	101.93
47.2	93.72
41.2	71.66
43.4	84.92
43.2	77.97
49.8	109.26
47.6	96.95
47.2	104.78
46.6	94.6
46.8	110.59
43.4	69.72
45.2	87.79
39.8	70.37
44	78.63
48.4	88.37
49.8	88.74
45.6	95.05
41	69.91
46.2	78.14
43.8	83.15
43.2	75.63
48	82.52
45.4	80.74
44.4	91.86
42.6	88.37
44	85.02
43.8	89
40.8	83.5
38.4	70.82
44.8	71.09
47	119.61
45	91.16
46.4	88.9
48.4	103.21
45.4	92.43
45.6	95.59
43	88.15
45	88.71
45.6	95.61
44.8	93.75
43.8	79.82
44	89.51
42	89.41
43	72.89
42.8	77.6
42	77.86
38.6	60.08
44.2	88.73
50.2	95.65
44.4	100.65
44.8	83.57
47	113.66
44	69.59
45.2	88.38
42.2	83.11
44	76.04
43.8	83.33
47.8	97.18
48.2	105.31
50	109.13
47.2	99.61
44.6	93.24
47	88.34
43.4	90.81
45	78.9
43.6	91.52
46	83.49
40.2	73.5
49	101.93
49.4	101.46
47.2	108.38
41.6	68.95
44.08	37.6
38.2	78.51
42.2	72.5
46.4	104.8
45.4	88.75
44.4	75.05
40.6	86.26
43.6	96.19
45.8	88.4
43.8	61.67
47.2	93.74
48.4	81.92
46.6	96.36
43.2	74.46
44.6	86.53
44.8	68.15
46.6	61.24
47.2	78.93
43.6	66.28
48	87.7
39.8	79.07
41	74.55
41.4	93.97
45.4	83.13
47.4	99.98
42	82.26
46.8	98.96
42.6	76.9
39.6	84.32
44.8	86.76
47.2	87
48.4	87.14
49	81.68
47.6	87.74
42.8	86.61
45.6	86.78
42	70.49
43	70.88
45	94.58
46.8	91.49
42.4	92.14
48.8	100.37
45.4	92.17
43.4	75.1
44.2	76.43
39.2	74.25
46.4	85.6
47.6	85.33
45.8	86.04
44.8	78.85
46	81.24
43.8	96.08
45	89.47
41.8	82.81
44.6	84.81
42.8	83.9
46.6	87.3
40.2	71.7
46.4	97.07
47.4	111.78
41.6	65.64
44.6	83.86
47.4	97.03
44.2	83.46
46.6	76.27
44.8	91.13
45.8	85.34
46.8	85.58
44.6	77.69
48.4	94.06
45.4	84.05
46.6	96.4
46.4	93.32
50	91.78
45.2	89.61
49.2	102.71
45.4	108.03
46.8	90.61
45.2	94.03
44.2	78.04
41.4	81.48
44.4	71.26
47	94.33
45.2	97.52
42	100.83
46.4	76.65
48	81.38
41.8	76.65
48	77.08
45.4	82.83
45.2	82.02
44	73.75
48.8	86.36
43.4	85.94
50	75.5
45.6	72.97
37.6	65.45
42	66.92
41.2	78.39
42.8	75.15
43.2	87.19
48.2	82.7
46.2	104.22
48.2	95.41
48.6	91.47
48.4	95.16
48.2	92.36
47.6	80.88
37.8	66.67
44.4	93.17
45.2	83.88
43.6	97
44.2	70.22
45.6	89.97
44.4	94.05
48.4	102.99
42.2	75.18
45.4	69.76
43.8	84.73
47.8	105.14
46.8	91.15
40.6	67.02
47.2	88.08
46.6	84.83
44	76.49
47.6	95.5
43.8	82.7
43.2	95.47
51.4	93.41
46.2	91.41
41.6	99.85
44	77.34
46.2	87.68
44.2	90.74
44.4	77.06
40.2	77.79
43.6	93.43
44.2	82.94
48	111.82
47.8	96.16
40.6	86.11
46.4	78.14
47	96.65
49	98.05
44.8	86.12
38.6	73.57
46.2	83.72
43.8	78.8
42.2	80.92
45.6	100.56
46.6	90.08
44	86.66
45.4	87.86
41.6	52.17
41.2	42.43
45.2	90.79
40.2	84.28
47.8	108.21
46.8	104.01
45.2	107.37
39.6	80.75
48.2	118.12
47	107.48
43.8	90.19
47.6	98.78
47	113.44
47.6	101.21
44.2	112.15
45.6	110.46
41.6	82.4
42.8	101.31
46	115.3
44.4	102.28
45.6	90.06
45.2	105.45
44.8	86.55
42.2	88.79
47	59.36
44.4	61.64
46.2	91.43
34	78.62
42.8	90.32
49.6	109.17
46.8	96.34
45.2	93.56
46.8	101.44
48.2	104.64
49.6	100.78
47.2	89.47
46.4	99.68
46.2	100.17
51.2	95.94
45.8	86.98
49	106.92
46.2	78.47
44	89.69
47.4	101.74
42.6	105.47
46	95.47
41.2	79.93
38.8	86.03
45	86.68
46	90.15
44	94.29
46.8	107.93
48.2	104.01
45.8	94.85
46.4	101.78
48.6	101.34
47.2	87.81
41.4	94.79
47.4	103.67
49.2	103.99
50	104.6
42.4	90.65
44.6	89.05
47.2	86.25
46.6	62.26
46	49.57
46.6	60.7
52.8	119.63
54.2	126.33
53.2	117.59
51.4	109.57
42.6	87.79
51	94.59
50.8	104.26
48	106.3
48.8	101.81
52.6	112.94
47.6	100.52
47.2	93.53
46	99.93
48.2	104.77
48.4	103
45.6	93.28
52	110.55
45.8	90.44
46.2	92.63
49.2	125.52
48	103.08
50.6	98.28
47.6	79.38
48.6	108.54
45.4	102.34
46	87.88
46	105.26
49.6	117.17
44.8	116.75
44.6	81.71
51.2	100.75
47.8	77.32
44	83.9
43.8	69.97
46.4	82.23
47.4	89.52
39.4	100.88
44.8	100.92
41.6	90.42
45.2	84.68
46.6	91.95
46.2	74.38
48.4	105.77
46	102.88
34.2	56.94
38.8	89.53
41.4	75.69
44	96.97
44	92.31
47	107.87
47.4	105.72
45.8	93.69
41.2	92.56
44.6	89.56
36	84.32
49.8	96.15
46.4	102.05
46.6	97.61
