#GC	Depth
44.6	93.34
42	58.64
41.8	90.02
46	119.49
47.6	104.55
45.8	102.35
48.2	101.88
44.4	112.61
46.6	94.71
46.4	72.19
42	75.96
41.8	81.28
46.4	92.6
46.2	100.31
46.4	82.56
47	94.36
46	97.29
46.8	107.05
51	105.17
45.4	93.67
42.8	76.12
48	108.21
44.8	96.27
40.8	73.66
43.8	74.17
48	111.21
48	110.71
49.6	122.61
47.8	94.75
41.2	83.22
45.6	90.56
45.4	96.86
41.8	88.84
39.2	67.86
56	27.33
51	59.94
45.6	92.93
44.4	86.2
47	95.01
45.2	96.79
41.6	84.39
44	106.9
43.8	101.93
41.6	72.77
43.4	73.96
42.4	78.82
40.4	78.7
43.4	79.38
47	93.3
46	105.93
44.2	81.26
44.6	69.51
42.2	69.85
43.8	88.49
43.2	70.66
46	90.17
44.2	95.26
45.8	65.57
46.8	95.02
44	104.47
47	97.3
46.4	107.25
46	86.71
33.8	59.88
37.8	75.83
44	79.37
42.8	71.5
44.8	65.92
46.8	90.98
46	98.15
35.8	64.47
46.6	77.08
45.4	98.1
44	85.13
46.2	89.73
42.8	88.65
41.2	83.96
44	74.2
41.6	72.92
40.2	60.65
42.2	72.33
39.6	78.61
46.2	78.15
42.6	82.09
42	87.94
41.4	69.39
40.6	64.6
48	86.11
38.2	66.36
45.4	85.32
43.2	87.57
48.8	90
48.2	90.16
46.4	97.94
44.6	81.58
41.8	76.55
44	77.66
49.4	87.53
48.6	97.63
44	79.55
47.4	100.22
46.8	82.55
45.8	78.66
39.4	74.15
43	90.61
47.2	101.12
46.6	91.88
43	81.16
46.2	98.59
47.4	79.63
38	74.91
43.4	58.13
43.8	62.84
41.6	78.29
41.6	95.06
44.8	89.36
44	79.28
47.2	106.62
40.4	65.43
45.8	89.89
44.8	84.18
47.4	111.41
46	80.39
45	92.71
40.8	64.84
47	94.81
45.4	91.81
44.8	80.8
40.6	77.87
47.6	103.98
46.2	88.46
43.4	77.03
41.8	65.78
43.8	86.75
41	73.43
46.4	80.05
43.8	78.17
44.4	81.75
43.2	85
43.2	74.27
41.2	67.35
47.6	84.99
48.2	75.18
48.8	78.63
43	73.43
44.6	93.63
53	98.79
47	108.53
46.4	79.23
44.8	97.19
42.8	86.8
39	61.58
43.4	80.54
45	89.47
35.8	68.36
48.8	88.08
43.2	72
45.4	85.51
47	105.86
45.6	103.51
42.6	77.34
41.4	86.36
45.2	79.76
45.6	107.55
43.2	96.24
46.8	82.43
38.4	68.48
43.8	82.61
47.4	105.46
46.2	81.66
47.6	88.3
49.4	63.13
44.8	80.37
44.2	83.84
45.6	103.43
47	115.6
48.4	97.42
43.4	77.35
47	104.92
47.4	90.5
47.4	91.93
46	80.43
43.4	61.43
50	102.64
48.6	109.37
41	76.46
47	91.44
49.4	104.87
46.2	106.08
45.8	79.73
44.8	79.21
44	68.63
43.2	73.46
43.8	100.95
44.6	100.22
48.4	97.14
47	96.64
42	78.72
48.8	93.07
43.2	74.56
44.2	91.75
43.2	89.92
43.4	86.49
44.6	61.46
48.8	92.51
47.6	96.16
46	96.15
47.8	96.96
40.8	71.16
46.2	66.71
42.8	87.54
47	84.74
47.6	87.25
45.2	82.2
48.2	102.61
47	102.44
33.4	75.51
42.8	75.02
40.4	66.81
44.8	74.98
40.4	92.34
42	81.6
42.4	70.52
51	166.2
54.6	124.26
49.4	112.49
47.4	152.44
52.2	70.74
54.2	94.88
54.6	814.05
52	882.76
42.4	102.96
39.6	108.06
53.8	71.8
46.4	159.54
41.2	93.33
40	88.57
40	40.38
40.2	74.05
47	88.03
44.8	93.65
41.8	88.39
49	111.7
48	88.14
45.2	125.48
52.4	119.34
48.8	100.44
40.8	88.23
44.2	101.47
44.2	95.59
45.2	91.71
45	103.22
41.8	81.88
43	108.99
50.4	100.27
46.8	107.83
49.6	106.11
50.8	112.53
44.2	96.8
48.2	99.96
53.8	117.39
49.4	117.41
44.2	93.87
44.8	87.76
48.8	100.81
45.8	95.29
46.4	101.85
43.4	72.39
46.2	93.17
50	99.63
47.4	99.53
46.6	99.44
45.4	100.97
47.2	100.3
45	107.12
46	101.49
49	94.14
43	108.39
48.4	102.78
43.4	96.62
44.4	89.66
42.6	91.79
43.4	95.02
47.8	118.68
45.4	105.97
46.2	84.01
40.4	85.09
46.8	95.76
46.8	101.36
41.6	86.65
43.2	82.02
47	87.52
40.6	81.61
37.4	63.97
31.4	52.32
44.6	74.11
45.8	103.86
44.8	108.11
44.6	75.65
42.8	76.33
43.4	93.75
45.74	32.16
46	90.78
44.6	111.14
48.2	100.38
46.4	96.49
45.8	97.18
42.8	96.15
47	80.38
38.4	85.25
46.2	121.48
49.6	91.22
42	98.21
41	88.64
46	93.4
44.2	95.2
43.6	86.43
45.2	104.9
49.8	113.01
48.6	106.63
51.8	107.45
38.8	83.81
48.4	88.33
41.8	96.18
48	105.48
48.8	102.27
48.6	98.53
48.4	97
45.2	89.98
48	108.87
47.6	101.37
44.2	94.28
46	84.32
44.8	72.88
46.4	95.62
46.4	110.55
42.6	98.93
47.4	116.81
44	111.06
44.8	93.45
44.6	76.42
43.8	92.89
46.6	109.65
44	93.1
38.8	77.96
45.6	64.41
45.6	113
47.4	102.38
46.8	102.14
47.8	102.36
42.4	79.08
44.2	104.48
42.8	92.48
49.2	104.45
46.4	94.67
41.8	94.06
45.6	100.55
41	93.63
48.4	100.38
44.4	74.77
47.2	84.35
50.6	93.92
47.8	97.58
42.8	90.11
45.2	90.54
47.8	90.93
49.8	86.5
48.8	95.96
43.6	88.32
46.2	100.86
49.4	105.09
47.6	91.23
47.6	105.54
45.4	92.16
45.4	69.94
43.4	98.49
43.2	84.09
49.2	110.39
45.6	111.72
42.8	95.46
43.8	79.6
44.8	98.18
44.4	92.73
51.6	101.7
51.2	118.6
49.8	106.71
49.8	106.59
46.8	108.25
49.8	106.08
49.4	122.73
38.8	85.2
44.8	99.58
47.8	112.99
45.2	106.87
52.4	92.59
45.8	85.87
47	97.06
51	108.71
52	122.36
49.6	107.77
51.2	100.3
48	108.51
48	92.82
47.6	85.88
45.4	79.77
46.8	95.49
46.2	86.08
47	107.29
46.4	109.99
47.8	115.21
41.6	84.87
37	62.87
45.2	85.06
48	117.16
43.2	86.88
46.8	87.73
46.2	107
48.8	110.82
47.4	108.92
47.2	123.62
45	118.91
47.4	99.24
49.4	111.8
44.8	90.26
41.8	92.48
44.6	82.31
44.6	79.92
48	100.66
43.6	67.08
46.4	107.81
46.8	84.89
44.6	87.44
47.2	91.65
48.6	111.38
45	106.43
45.8	124.14
46.2	88.64
48.2	122.96
51.4	117.33
42.6	83.07
45.4	103.95
43.2	102.76
43.6	100.52
49	103.03
46	112.58
47.8	111.82
44.4	93.14
47	95.49
47.8	96.88
44.4	84.6
40	82.72
48.2	71.48
46.8	88.92
34.2	68.81
46	72.52
42.4	102.68
41.6	49.07
45.8	87.36
44	87.22
46.8	89.27
45	100.94
42.8	81.5
43.2	77.81
46.2	84.89
38.8	72.53
44.6	85.8
48.6	98.15
48	97.03
46	78.7
40	85.6
48.6	95.42
48.2	113.04
43.4	82.35
45.2	93.94
38.8	76.57
44.6	78.96
44	90.41
46.2	87.11
43.8	76.7
41.8	100.46
46.2	91.45
51.4	93.12
44	94.4
43.4	83.7
46.8	95.98
44.8	76.8
46.2	83.38
47.2	89.25
41	67.61
46	89.55
48.6	105.25
44	85.96
45.2	70.49
41.8	73
49	103.39
44.4	94.33
45	89.82
43.8	71.49
44.4	95.25
44.8	84.8
45	93.32
37	66.41
48.2	81.66
47.4	91.08
49.6	95.97
47.8	90.29
48	96.28
47	104.25
47.2	82.83
43.6	86.28
42.8	76.65
41.2	77.33
42.4	68.5
38	65.47
45.2	72.49
49.8	74.66
44	85.56
47.6	87.7
43.6	72.88
46.2	82.11
45.6	83.57
48.2	76.1
41.6	76.79
47.8	81.66
46	76.3
42.8	100.72
44.8	97.09
46.4	95.31
45.4	71.16
41	81.07
45.4	79.2
44.2	91.99
46.4	91.5
45	107.43
49.4	103.45
45.4	89.99
49.4	91.56
47.4	92.2
46.8	97.25
45	83.83
47.8	94.95
45.2	77.85
46.8	85.63
45.8	85.55
44	89.22
47.2	77.67
43.8	82.94
48.2	96.96
44.4	84.46
40.8	65.67
48	109.73
46.2	98.96
41	72.23
45.6	85.85
43.8	84.72
44	84.41
41.8	83.18
45	89.2
44	95.45
46	82.8
44.8	77.71
46	86.96
47.6	84.64
46.2	85.93
39.6	74.87
44.2	75.3
42.6	75.37
45.4	92.15
49	99.97
42.8	92.63
46	91.54
45.6	94.56
43.6	71.98
42.2	69.53
45	86.5
42.6	86.92
48.2	87.3
47.6	81.55
48.2	87.96
47.8	86.11
45.4	87.1
39.6	85.45
42.4	76.08
47	98.41
41.4	83.05
46.6	98.49
45.8	84.62
42	93.34
41.2	74.49
40.6	79.86
47.2	87.11
43.2	66.71
48	79.2
46.4	61.54
44.8	66.47
44.4	87.63
43.6	73.56
45.8	96.42
49	82.06
46.4	94.08
44	62.36
46.6	87.48
42.8	95.71
40.8	87.04
44.4	74.78
45.4	88.27
46.4	105.09
43.4	73.4
38.4	79.16
43.2	53.83
41.8	54.72
42.6	86.88
45.8	111.53
49	102.56
46	93.68
47.2	80.81
42	86.11
48.4	98.33
45.6	92.9
48.2	112.9
47.4	107.61
52.4	122.57
50.6	108.85
39.4	86.7
49.4	108.93
47.8	99.67
48	112.46
45.4	85.39
43.4	78.72
43.4	94.38
46	112.2
41.8	75.7
48.8	100.14
46.4	100.51
51.4	108.03
46	93.01
47.4	124.96
46.8	118.2
43	72.08
48	106.16
48.8	96.28
50	105.89
45.8	103.57
48	82.95
48	95.83
45.4	88.19
41.2	84.89
43	65.18
44.8	80.49
47.6	86.72
47.4	117.81
49.6	105.95
45.2	113.04
49	105.23
44.2	96.08
46.4	83.17
46.4	112.92
49.8	116.81
46.2	92.74
45.6	108.55
51.2	117.21
43.8	94
39.8	97.73
46	101.97
46	105.17
47	104.46
46.8	103.9
44	89.58
44.2	96.23
46	114.23
47.8	118.38
46.6	102.49
48.2	104.4
50.2	112.46
49	105.01
45.8	77.4
35.2	59.57
48	111.46
49	116.05
47.2	120.2
44.8	91.8
47.4	92.04
46.8	115.73
45.4	108.14
47.6	98.96
41.2	84.35
44.2	87.92
44.4	89.72
41.8	91.37
47.2	111.81
43.2	81.99
49.2	109.08
48.6	122.33
46.2	120.05
45.6	98.29
45.6	109.15
46.2	106.77
48.6	99.63
45.8	104.11
46	86.25
44.6	84.74
49.2	116.37
45.4	95.62
46.2	81.7
41.2	80.56
48.2	83.24
47.4	83.35
45.2	102.97
41	98.34
48.4	85.23
43.8	96.4
47.8	106.72
49.4	108.31
51.6	123.26
50	103.21
49.4	111.34
48.8	115.04
50.6	103.1
50.6	99.54
46.8	110.38
45.2	97.63
52.2	101.77
50	99.13
52	89.24
43.4	90.26
47.6	95.69
49.4	108.94
46.8	105.56
48.4	95.05
43.6	92.64
46.2	109.55
45	86.12
41.8	72.04
44.6	90.27
47.8	97.83
47.8	110.04
46	106.64
46.2	80.26
39.8	63.46
42.8	82.23
46.6	102.58
48.8	103.78
42.2	92.79
45	88.3
50	92.98
47.6	96.09
47.4	97.71
50.6	109.53
51.2	114
54.2	108.45
48.6	115.79
51	119.64
50.6	107.67
50	108.53
52.2	100.01
47	102.2
45.2	115.21
47.2	115
43.4	103.33
48.8	101.21
44.6	90.99
43.4	91.78
49.4	100.88
47.2	93.95
49.2	128.52
49.6	109.81
43.2	88.9
47.2	97.66
48.6	109.18
47.6	94.87
45	100.3
45	87.27
42.4	78.98
41.2	52.2
40.4	75.63
40.4	66.98
38.4	56.14
42.8	63.35
38.8	52.39
39.8	53.64
37.6	59.4
39	65.27
38.4	56.06
39.4	60.6
35.8	52.32
38.6	68.12
43.8	87.62
40.6	78.21
43	68.66
40.8	58.23
39.6	61.53
39.6	72.09
38.2	63.32
43	80.26
41.2	65.41
39.2	65.09
37.8	69.98
38	72.61
39.2	59.04
40	62.32
46.4	84.48
39.8	73.52
43.8	76.94
42.8	82.54
44.8	75.26
46.2	79.95
44.2	93.33
46.2	86.99
46.6	80.12
48.4	89.49
44.8	80.24
44.4	97.18
41.2	90.88
45.2	74.15
41.8	76.66
45.4	88.05
44.6	85.53
41.8	91.1
46	85.09
35	50.7
43.4	80.95
47.2	113.57
48.2	81.31
37.8	65.07
47.2	100.29
48.2	91.58
45.8	92.52
46	93.62
43.4	76.62
47	82.75
45	66.66
44	78.96
40.8	72.14
42	77.68
41.4	52.67
47	69.98
44.6	88.77
45.8	96.23
45.4	95.28
46.2	86.01
45.6	74.26
43.6	61.93
45.8	76.73
46	83.53
44.4	73.9
37.4	62.79
45.8	75.21
46.4	84.09
42.8	69
43.6	89.95
45.4	88.23
42.6	72.12
42.6	79.28
41.6	85.67
47.2	91.3
40.2	72.02
43.8	72.21
37.8	82.41
43	71.06
44	88.51
47.8	95.35
46.4	97.5
48.2	76.49
47	85.61
46.4	112.06
50	95.64
41.6	64.4
38.2	70.12
45.2	80.58
46.2	81.8
42	67.34
44.2	78.73
45.6	88.02
47.2	81.63
47.2	72.78
41.8	68.05
40.6	65.68
33.2	51.71
31.2	40.91
33	63.46
43.4	106.83
44.2	92.22
42	69.74
43.4	87.85
43.2	79.68
46.4	68.62
46	78.2
45.2	94.36
48.8	91.84
47.2	86.11
47	84.61
44.8	82.99
47.2	88.73
43.2	70.81
44.4	80.56
45.4	75.54
47.4	74.64
41	77.53
41.6	60.81
43.8	80.77
46.2	77.66
43.6	62.69
44.6	46.3
43.2	91.14
46.4	92.14
46.6	93.75
41.6	105.02
48.6	110.56
42	76.37
46.8	95.49
46.4	99.93
47.6	91.78
48.6	90.56
46.4	77.3
47.2	98.15
49.8	99.5
41.8	93.02
39.4	87.88
43.8	87.63
45.8	99.76
46.6	86.78
48.8	94.64
45.4	96.06
51.8	121.25
43.6	91.71
47.8	99.04
47.2	77.36
49	89.61
45.4	108.24
43.2	87.55
47.2	115.17
50.2	100.72
46	89.42
43.8	87.21
48	106.26
49.8	104.13
50	106.9
46.2	107.78
46.6	110.64
48.4	118.14
43.6	77.72
46.8	93.23
46	99.28
37.6	78.8
42.8	88.74
47.4	98.23
46.2	113.57
45.8	101.85
41.8	82.46
42.6	88.81
50	91.23
47.4	105.14
47.6	98.5
40.8	98.3
47	83.45
47.4	102.67
48.2	87.03
45.2	93.6
48.2	114.48
44	92.43
40.2	93.22
49.4	88.4
41.4	95.11
45	82.31
46.4	96.39
45.4	107.35
49.4	106.38
46.8	93.41
43.8	100.08
46.6	96.21
45.6	86.39
46.6	82.96
38.8	82.15
44	100.41
47.2	91.44
42	79.44
50.6	108.29
49.8	100.93
46.8	99.37
47.6	96.82
52.4	109.2
49.8	93.42
41.2	84.19
47.8	96.69
46	93.76
47	108.2
45.8	88.94
44.6	88.38
38.2	75.02
48.2	114.5
47	102.91
48.6	107.02
46.4	80.93
45.2	77.74
41	82.12
47.8	113.59
47.8	84.07
49.4	87.41
45	89.36
47.2	90.87
53.6	102.16
49.4	100.58
48.6	96.72
46.2	89.26
49	96.91
45	84.58
51.2	89.5
43.8	89.59
46	107.37
47.8	102.94
47.2	102.94
40.6	86.24
50	98.62
42.4	81.03
50.8	116.81
48.8	100.87
49	97.26
39.6	89.81
46.6	97.51
48.2	94.1
48.8	94.91
49.6	107.55
45	75.07
45.4	78.45
44.8	95.9
48.2	91.76
48.4	85.48
39.2	76.36
50.8	106.01
46.4	106.45
45.4	90.14
42.6	90.71
42	82.91
37.6	47.47
41.2	55.02
52.8	69.5
42.2	82.7
42.6	85.51
41.8	73.42
44.8	77.21
40.6	82.33
43.4	78.08
41.2	73.99
41	77.21
42.2	73.92
44.6	85.27
45.4	89.35
44.6	78.21
37.4	71.93
45.4	79.49
45.6	83.86
52.8	91.97
54.2	92.76
35.8	46.02
36.8	65.32
39.6	73.37
39.8	69
40.8	82.53
41.8	72.71
39.8	67.68
39.2	76.69
38	70.61
39.4	60.33
41.2	64.09
35.4	61.33
40	59.34
42.2	64.04
44.8	71.69
38.2	62.71
36.8	72.71
42.2	68.15
41	63.94
45.2	66.12
39.2	73.58
40.6	59.63
40.2	44.93
40	75.66
39.4	62.47
37.2	61.81
40.4	69.99
35	62.96
36.2	56.09
38	58.28
37	60.4
41.2	61.46
40.8	56.62
42.2	77.98
38	67.92
39.6	67.78
38.8	57.95
41.2	72.06
44	58.77
46.2	56.39
39.6	67.16
36	70.69
33.8	65.52
39	63.83
41.6	52.88
